place_id,place_name,place_description,category,city,price,rating,combined
103,Air Terjun Semirang,"Terletak di lereng Gunung Ungaran bagian utara, terdapat sebuah air terjun yang eksotis dengan kolam renang yang berwarna hijau yang dikelilingi popohonan dan kesejukan udara pegunungan. Nama lokasi tersebut adalah Air Terjun Semirang atau disebut juga Curug Semirang. Dan masyarakat Semarang menyebutnya dengan Curug Semarang. Karena keindahannya lokasi wisata ini sering dikunjungi oleh para wisatawan pada saat hari-hari biasa, apalagi saat liburan tiba. Air terjun Semirang atau Curug Semirang berada di kawasan hutan lindung dengan luas 10 hektar di bawah pengelolaan perum perhutani. Adapun air terjun ini memiliki ketinggian sekitar 45 meter. Jarak lokasi parkiran dengan lokasi air terjun sekitar 500 meter. Dan selama perjalanan, para pengunjung akan disuguhkan pemandangan alam yang masih asri dengan kesegaran udara yang sangat sejuk.",Cagar Alam,Semarang,"Rp9,000",4.4,cagar alam terletak di lereng gunung ungaran bagian utara terdapat sebuah air terjun yang eksotis dengan kolam renang yang berwarna hijau yang dikelilingi popohonan dan kesejukan udara pegunungan nama lokasi tersebut adalah air terjun semirang atau disebut juga curug semirang dan masyarakat semarang menyebutnya dengan curug semarang karena keindahannya lokasi wisata ini sering dikunjungi oleh para wisatawan pada saat harihari biasa apalagi saat liburan tiba air terjun semirang atau curug semirang berada di kawasan hutan lindung dengan luas 10 hektar di bawah pengelolaan perum perhutani adapun air terjun ini memiliki ketinggian sekitar 45 meter jarak lokasi parkiran dengan lokasi air terjun sekitar 500 meter dan selama perjalanan para pengunjung akan disuguhkan pemandangan alam yang masih asri dengan kesegaran udara yang sangat sejuk semarang
104,Brown Canyon,"Di Indonesia, Brown Canyon adalah sebuah bekas penambangan tanah di Meteseh, Tembalang, Semarang. Lokasi ini menjadi salah satu lokasi (bukan tempat wisata) yang populer di Semarang dan dianggap mirip dengan Grand Canyon di Amerika Serikat. Kemiripan ini terletak pada bukit-bukit yang berubah menjadi tebing-tebing curam.",Cagar Alam,Semarang,Gratis,4.2,cagar alam di indonesia brown canyon adalah sebuah bekas penambangan tanah di meteseh tembalang semarang lokasi ini menjadi salah satu lokasi bukan tempat wisata yang populer di semarang dan dianggap mirip dengan grand canyon di amerika serikat kemiripan ini terletak pada bukitbukit yang berubah menjadi tebingtebing curam semarang
105,Candi Gedong Songo,"Candi Gedong Songo adalah kompleks candi yang terletak di Kabupaten Semarang, Jawa Tengah, Indonesia. Terdiri dari sembilan candi Hindu yang tersebar di atas bukit-bukit yang hijau, tempat ini menawarkan pemandangan alam yang indah dan keindahan arsitektur candi kuno. Pengunjung dapat menikmati perjalanan mendaki yang menantang sambil menikmati udara segar di sepanjang jalan. Di setiap candi, terdapat relief-relief yang menampilkan kisah-kisah Hindu dan panorama alam yang memukau. Candi Gedong Songo adalah tempat yang ideal untuk wisatawan yang mencari pengalaman budaya, sejarah, dan keindahan alam yang menakjubkan.",Budaya,Semarang,"Rp10,000",4.5,budaya candi gedong songo adalah kompleks candi yang terletak di kabupaten semarang jawa tengah indonesia terdiri dari sembilan candi hindu yang tersebar di atas bukitbukit yang hijau tempat ini menawarkan pemandangan alam yang indah dan keindahan arsitektur candi kuno pengunjung dapat menikmati perjalanan mendaki yang menantang sambil menikmati udara segar di sepanjang jalan di setiap candi terdapat reliefrelief yang menampilkan kisahkisah hindu dan panorama alam yang memukau candi gedong songo adalah tempat yang ideal untuk wisatawan yang mencari pengalaman budaya sejarah dan keindahan alam yang menakjubkan semarang
106,Danau Rawa Pening,"Rawa Pening (pening adalah salah satu varian bahasa Jawa dari kata ""wening"" yang artinya hening, tenang, damai) (bahasa Jawa: ê¦«ê¦®â€‹ê¦¥ê¦¼ê¦¤ê¦¶ê¦, translit. Rawa Pening) adalah danau alam di Kabupaten Semarang, Jawa Tengah. Dengan luas 2.670 hektare ia menempati wilayah Kecamatan Ambarawa, Bawen, Tuntang, dan Banyubiru.Rawa Pening terletak di cekungan terendah lereng Gunung Merbabu, Gunung Telomoyo, dan Gunung Ungaran. Danau ini dangkal dan menjadi hulu bagi Sungai Tuntang.",Cagar Alam,Semarang,"Rp15,000",4.5,cagar alam rawa pening pening adalah salah satu varian bahasa jawa dari kata wening yang artinya hening tenang damai bahasa jawa  translit rawa pening adalah danau alam di kabupaten semarang jawa tengah dengan luas 2670 hektare ia menempati wilayah kecamatan ambarawa bawen tuntang dan banyubirurawa pening terletak di cekungan terendah lereng gunung merbabu gunung telomoyo dan gunung ungaran danau ini dangkal dan menjadi hulu bagi sungai tuntang semarang
107,Desa Wisata Lembah Kalipancur,"Wisata alam tengah menjadi sorotan bagi dunia pariwisata. Wisata alam tidak hanya pegunungan, danau, hutan, air terjun, atau pantai. Tapi juga merambah ke konsep pedesaan, seperti Desa Wisata Lembah Kalipancur. Tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di Kota Semarang. Meskipun berkonsep pedesaan, lokasinya tidak jauh dari pusat kota. Dan objek wisata yang sudah lama berdiri ini, masih tetap diminati oleh wisatawan.","Desa Wisata,Taman Hiburan",Semarang,Rp0,3.9,desa wisatataman hiburan wisata alam tengah menjadi sorotan bagi dunia pariwisata wisata alam tidak hanya pegunungan danau hutan air terjun atau pantai tapi juga merambah ke konsep pedesaan seperti desa wisata lembah kalipancur tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di kota semarang meskipun berkonsep pedesaan lokasinya tidak jauh dari pusat kota dan objek wisata yang sudah lama berdiri ini masih tetap diminati oleh wisatawan semarang
108,Durian Gardens and Tourism Education Watu Simbar,"Perlu diketahui, watu simbar ini merupakan lokasi wisata yang menawarkan edukasi dari berbagai macam pohon durian. Walaupun terkesan biasa saja, hal tersebut lah yang sebenarnya menjadi keunikan tempat ini. Apabila seseorang datang kemari, orang tersebut akan bisa mempelajari banyak hal tentang pohon durian. Selain bisa mempelejari berbagai macam hal tentang pohon durian tersebut, tentu lah para pengunjung pun bisa membeli durian yang berada disana.","Budaya,Cagar Alam",Semarang,"Rp5,000",4.1,budayacagar alam perlu diketahui watu simbar ini merupakan lokasi wisata yang menawarkan edukasi dari berbagai macam pohon durian walaupun terkesan biasa saja hal tersebut lah yang sebenarnya menjadi keunikan tempat ini apabila seseorang datang kemari orang tersebut akan bisa mempelajari banyak hal tentang pohon durian selain bisa mempelejari berbagai macam hal tentang pohon durian tersebut tentu lah para pengunjung pun bisa membeli durian yang berada disana semarang
109,Goa Rong,"Semarang memiliki wisata di ketinggian bernama Goa Rong. Keberadaan kawasan wisata ini menunjukkan bahwa Semarang tak hanya identik dengan Lawang Sewu atau Kota Lama saja. Meskipun bernama Goa Rong, tempat yang menonjol di sini bukanlah gua nya. Melainkan daerah ketinggian dengan pemandangan yang menakjubkan. Sementara di objek wisata ini, bagian gua-nya hanya lorong yang sempit dan tidak memungkinkan dimasuki oleh manusia. Namun sebaliknya, pemandangan yang tersaji dari atas bukitnya begitu menakjubkan. Wisatawan dapat menghabiskan waktu dengan berfoto, menikmati pemandangan, atau kuliner di cafe. Bahkan, tersedia juga fasilitas outbond.","Budaya,Cagar Alam",Semarang,"Rp5,000",4.4,budayacagar alam semarang memiliki wisata di ketinggian bernama goa rong keberadaan kawasan wisata ini menunjukkan bahwa semarang tak hanya identik dengan lawang sewu atau kota lama saja meskipun bernama goa rong tempat yang menonjol di sini bukanlah gua nya melainkan daerah ketinggian dengan pemandangan yang menakjubkan sementara di objek wisata ini bagian guanya hanya lorong yang sempit dan tidak memungkinkan dimasuki oleh manusia namun sebaliknya pemandangan yang tersaji dari atas bukitnya begitu menakjubkan wisatawan dapat menghabiskan waktu dengan berfoto menikmati pemandangan atau kuliner di cafe bahkan tersedia juga fasilitas outbond semarang
110,Hutan Wisata Tinjomoyo Semarang,"Awalnya taman wisata hutan Tinjomoyo Semarang (smg) ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya. Namun terjadi banjir besar, hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata. Hutan Tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit, sungai dan hutan. Tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus. Oleh karena itu, tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami.Dengan luas lahan 57,5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah",Cagar Alam,Semarang,"Rp3,000",4.3,cagar alam awalnya taman wisata hutan tinjomoyo semarang smg ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya namun terjadi banjir besar hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata hutan tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit sungai dan hutan tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus oleh karena itu tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alamidengan luas lahan 575 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah semarang
111,Kampoeng Kopi Banaran,"Kampoeng Kopi Banaran, sebuah agro wisata perkebunan kopi di Kabupaten Semarang. Tempat wisata ini memiliki luas 462 hektar yang sebagian dijadikan resort dan tempat wisata. Lokasinya berada di Areal Perkebunan Kopi Kebun Getas Afdeling Assinan tepatnya Jl. Raya Semarang â€“ Solo Km. 35. Lokasi Kampoeng Kopi Banaran yang berada di ketinggian 480 â€“ 600m dpl membuat suhu udara disana sejuk antara 23ÂºC â€“ 27ÂºC. Jadi cocok banget buat pelesir mencari udara dingin dan segar dengan pemandangan indah. Menghilangkan penat kesibukan Kota besar, di tengah perkebunan yang asri.","Budaya,Taman Hiburan",Semarang,"Rp200,000",4.4,budayataman hiburan kampoeng kopi banaran sebuah agro wisata perkebunan kopi di kabupaten semarang tempat wisata ini memiliki luas 462 hektar yang sebagian dijadikan resort dan tempat wisata lokasinya berada di areal perkebunan kopi kebun getas afdeling assinan tepatnya jl raya semarang  solo km 35 lokasi kampoeng kopi banaran yang berada di ketinggian 480  600m dpl membuat suhu udara disana sejuk antara 23c  27c jadi cocok banget buat pelesir mencari udara dingin dan segar dengan pemandangan indah menghilangkan penat kesibukan kota besar di tengah perkebunan yang asri semarang
112,Kampoeng Rawa,"Kampoeng Rawa (disebut juga Kampung Rawa) adalah objek wisata di Ambarawa, Jawa Tengah, yang terletak di sabuk hijau di sekitar Danau Rawa Pening. Dibuka pada Agustus 2012, tempat ini dimiliki dan dioperasikan oleh dua belas kelompok petani dan nelayan yang didanai oleh Artha Prima Credit Union. Kompleks tersebut dimaksudkan untuk mempengaruhi kesejahteraan petani dan melayani lokal disamping mempromosikan ekologi danau di wilayah tersebut. Fasilitasnya meliputi restoran mengapung, pendopo, pusat kerajinan, tempat memancing, dan dok. Pada hari libur, tempat ini dikunjungi oleh ratusan pengunjung. Kompleks ini disengketakan perizinannya karena dibangun di sabuk hijau dan kemungkinan dampak ekologinya.",Cagar Alam,Semarang,"Rp3,000",4.3,cagar alam kampoeng rawa disebut juga kampung rawa adalah objek wisata di ambarawa jawa tengah yang terletak di sabuk hijau di sekitar danau rawa pening dibuka pada agustus 2012 tempat ini dimiliki dan dioperasikan oleh dua belas kelompok petani dan nelayan yang didanai oleh artha prima credit union kompleks tersebut dimaksudkan untuk mempengaruhi kesejahteraan petani dan melayani lokal disamping mempromosikan ekologi danau di wilayah tersebut fasilitasnya meliputi restoran mengapung pendopo pusat kerajinan tempat memancing dan dok pada hari libur tempat ini dikunjungi oleh ratusan pengunjung kompleks ini disengketakan perizinannya karena dibangun di sabuk hijau dan kemungkinan dampak ekologinya semarang
113,Obyek Wisata Goa Kreo,"Goa Kreo Semarang yang berada di ibukota Jawa Tengah ini begitu hit di kalangan netizen. Tak heran jika cuaca cerah, antrian menuju ke sana begitu mengular. Meski tak ada angkutan umum menuju ke sana, tak menghalangi rasa penasaran wisatawan. Gua ini terbentuk secara alami yang membedakan gua ini dengan gua lainnya adalah letaknya. lokasinya terletak di tengah waduk jatibarang, sebuah bendungan yang membendung Sungai Kreo.","Budaya,Cagar Alam",Semarang,"Rp5,500",4.3,budayacagar alam goa kreo semarang yang berada di ibukota jawa tengah ini begitu hit di kalangan netizen tak heran jika cuaca cerah antrian menuju ke sana begitu mengular meski tak ada angkutan umum menuju ke sana tak menghalangi rasa penasaran wisatawan gua ini terbentuk secara alami yang membedakan gua ini dengan gua lainnya adalah letaknya lokasinya terletak di tengah waduk jatibarang sebuah bendungan yang membendung sungai kreo semarang
114,Waduk Jatibarang Mijen,"Waduk Jatibarang Mijen adalah waduk yang terletak di Mijen, Semarang, Jawa Tengah, Indonesia. Waduk ini menawarkan pemandangan indah dan suasana yang tenang. Air jernih waduk yang dikelilingi oleh perbukitan hijau menciptakan panorama yang memukau. Pengunjung dapat menikmati kegiatan seperti perahu dayung, memancing, atau hanya bersantai di tepi waduk sambil menikmati keindahan alam sekitarnya. Waduk Jatibarang Mijen menjadi tempat yang populer bagi wisatawan yang ingin melepaskan penat dan menikmati keindahan alam yang damai.",Cagar Alam,Semarang,"Rp2,500",4.1,cagar alam waduk jatibarang mijen adalah waduk yang terletak di mijen semarang jawa tengah indonesia waduk ini menawarkan pemandangan indah dan suasana yang tenang air jernih waduk yang dikelilingi oleh perbukitan hijau menciptakan panorama yang memukau pengunjung dapat menikmati kegiatan seperti perahu dayung memancing atau hanya bersantai di tepi waduk sambil menikmati keindahan alam sekitarnya waduk jatibarang mijen menjadi tempat yang populer bagi wisatawan yang ingin melepaskan penat dan menikmati keindahan alam yang damai semarang
115,Watu Gunung Ungaran,"Watu Gunung Ungaran adalah sebuah situs spiritual yang terletak di Gunung Ungaran, Semarang, Jawa Tengah, Indonesia. Situs ini terkenal dengan batu raksasa yang disebut ""Watu Gunung"" yang memiliki nilai sakral dan dianggap suci oleh masyarakat setempat. Pengunjung dapat naik ke atas batu tersebut untuk menikmati pemandangan alam yang indah dari ketinggian. Watu Gunung Ungaran juga menjadi tempat tujuan bagi para peziarah yang ingin berdoa dan melakukan ritual keagamaan. Tempat ini menawarkan kedamaian dan keharmonisan yang membuatnya menjadi tempat yang menarik untuk mengunjungi bagi mereka yang mencari pengalaman spiritual.",Cagar Alam,Semarang,"Rp25,000",4.3,cagar alam watu gunung ungaran adalah sebuah situs spiritual yang terletak di gunung ungaran semarang jawa tengah indonesia situs ini terkenal dengan batu raksasa yang disebut watu gunung yang memiliki nilai sakral dan dianggap suci oleh masyarakat setempat pengunjung dapat naik ke atas batu tersebut untuk menikmati pemandangan alam yang indah dari ketinggian watu gunung ungaran juga menjadi tempat tujuan bagi para peziarah yang ingin berdoa dan melakukan ritual keagamaan tempat ini menawarkan kedamaian dan keharmonisan yang membuatnya menjadi tempat yang menarik untuk mengunjungi bagi mereka yang mencari pengalaman spiritual semarang
116,Wisata Alam Wana Wisata Penggaron,"Wisata Alam Wana Wisata Penggaron adalah destinasi wisata alam yang terletak di Semarang, Jawa Tengah, Indonesia. Tempat ini menawarkan keindahan alam yang alami dengan suasana yang sejuk dan segar. Pengunjung dapat menikmati pepohonan yang rindang, air terjun yang indah, dan trekking di hutan yang menantang. Terdapat juga fasilitas permainan air, kolam renang, dan tempat berkemah untuk pengunjung yang ingin menghabiskan waktu lebih lama di sini. Wana Wisata Penggaron adalah destinasi yang sempurna untuk melarikan diri dari hiruk-pikuk kota dan menikmati keindahan alam yang menenangkan.",Cagar Alam,Semarang,"Rp10,000",4.1,cagar alam wisata alam wana wisata penggaron adalah destinasi wisata alam yang terletak di semarang jawa tengah indonesia tempat ini menawarkan keindahan alam yang alami dengan suasana yang sejuk dan segar pengunjung dapat menikmati pepohonan yang rindang air terjun yang indah dan trekking di hutan yang menantang terdapat juga fasilitas permainan air kolam renang dan tempat berkemah untuk pengunjung yang ingin menghabiskan waktu lebih lama di sini wana wisata penggaron adalah destinasi yang sempurna untuk melarikan diri dari hirukpikuk kota dan menikmati keindahan alam yang menenangkan semarang
117,Wisata Lereng Kelir,Wisata yang ada di kawasan gunung Kelir ini memang mulai populer sejak awal tahun 2021 dan para wisatawan kerap berbondong-bondong menuju kesana untuk meredam rasa penasaran tentang destinasi baru tersebut. Gunung Kelir memiliki ketinggian lebih dari 2000 mdpl dan wisata Lereng kelir berada diatas ketinggian mencapai 1384 mdpl dan 700mdpl Dari ketinggian tersebut membuat hampir seluruh kawasan kota Ambarawa bisa terlihat dan sebagian kecil wilayah Semarang selatan. Wisata gardu pandang Lereng Kelir memang bisa dikatakan lebih tinggi dari tempat wisata gardu pandang lainnya yang ada di Jawa Tengah.,Cagar Alam,Semarang,"Rp7,000",4.4,cagar alam wisata yang ada di kawasan gunung kelir ini memang mulai populer sejak awal tahun 2021 dan para wisatawan kerap berbondongbondong menuju kesana untuk meredam rasa penasaran tentang destinasi baru tersebut gunung kelir memiliki ketinggian lebih dari 2000 mdpl dan wisata lereng kelir berada diatas ketinggian mencapai 1384 mdpl dan 700mdpl dari ketinggian tersebut membuat hampir seluruh kawasan kota ambarawa bisa terlihat dan sebagian kecil wilayah semarang selatan wisata gardu pandang lereng kelir memang bisa dikatakan lebih tinggi dari tempat wisata gardu pandang lainnya yang ada di jawa tengah semarang
118,Wisata Mangrove Tapak,"Wisata hutan mangrove Semarang hampir tak pernah sepi dikunjungi wisatawan. Tak jarang pengunjung yang datang ke wisata cantik ini baik berswafoto maupun sekedar jalan-jalan menapaik selasar kayu. Obyek ini pun juga instagramable dan pas dibagikan di sosmed, bahkan banyak diburu oleh mereka yang berkecimpung di bidang fotografi.","Budaya,Cagar Alam",Semarang,"Rp5,000",4.3,budayacagar alam wisata hutan mangrove semarang hampir tak pernah sepi dikunjungi wisatawan tak jarang pengunjung yang datang ke wisata cantik ini baik berswafoto maupun sekedar jalanjalan menapaik selasar kayu obyek ini pun juga instagramable dan pas dibagikan di sosmed bahkan banyak diburu oleh mereka yang berkecimpung di bidang fotografi semarang
119,Taman Nasional Baluran,"Taman nasional ini terkenal dengan keindahan alamnya yang kaya akan flora dan fauna. Kawasan ini mencakup berbagai ekosistem, seperti hutan bakau, savana, hutan hujan tropis, dan pantai. Taman Nasional Baluran menawarkan pemandangan yang spektakuler, dengan hewan liar seperti banteng, kijang, babi hutan, dan berbagai spesies burung yang dapat ditemui di sana.","Cagar Alam,Taman Nasional",Situbondo,"Rp150,000",4.6,cagar alamtaman nasional taman nasional ini terkenal dengan keindahan alamnya yang kaya akan flora dan fauna kawasan ini mencakup berbagai ekosistem seperti hutan bakau savana hutan hujan tropis dan pantai taman nasional baluran menawarkan pemandangan yang spektakuler dengan hewan liar seperti banteng kijang babi hutan dan berbagai spesies burung yang dapat ditemui di sana situbondo
120,Desa Wisata Kinahrejo,"Desa Wisata Kinahrejo terletak di Kabupaten Sleman, Yogyakarta, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama pemandangan dari kaki Gunung Merapi yang mempesona. Di Desa Wisata Kinahrejo, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang menakjubkan.",Desa Wisata,Sleman,"Rp5,000",4.3,desa wisata desa wisata kinahrejo terletak di kabupaten sleman yogyakarta indonesia desa wisata ini terkenal dengan keindahan alamnya yang asri terutama pemandangan dari kaki gunung merapi yang mempesona di desa wisata kinahrejo pengunjung dapat melakukan berbagai aktivitas seperti hiking camping atau sekadar menikmati keindahan alam yang menakjubkan sleman
121,Taman Nasional Kerinci Seblat,"Taman Nasional Kerinci Seblat terletak di Sumatra, Indonesia. Taman nasional ini terkenal dengan keanekaragaman hayatinya, termasuk flora dan fauna yang endemik di kawasan Sumatra, seperti harimau, gajah, dan orangutan. Di Taman Nasional Kerinci Seblat, pengunjung dapat melakukan berbagai aktivitas seperti hiking, melihat air terjun, atau hanya sekadar bersantai di alam yang asri.","Taman Nasional,Cagar Alam",Solok Selatan,"Rp10,000",4.6,taman nasionalcagar alam taman nasional kerinci seblat terletak di sumatra indonesia taman nasional ini terkenal dengan keanekaragaman hayatinya termasuk flora dan fauna yang endemik di kawasan sumatra seperti harimau gajah dan orangutan di taman nasional kerinci seblat pengunjung dapat melakukan berbagai aktivitas seperti hiking melihat air terjun atau hanya sekadar bersantai di alam yang asri solok selatan
122,Taman Wisata Tirta Alam,"Taman Wisata Alam Tirta Alam adalah sebuah tempat wisata alam yang terletak di Subang, Jawa Barat, Indonesia. Taman ini memiliki area sekitar 250 hektar yang terdiri dari beragam jenis flora dan fauna, serta memiliki panorama alam yang menakjubkan. Di sini, pengunjung dapat menikmati berbagai kegiatan seperti berjalan-jalan di alam terbuka, camping, atau berkunjung ke air terjun yang indah.","Budaya,Cagar Alam",Subang,"Rp20,000",4.2,budayacagar alam taman wisata alam tirta alam adalah sebuah tempat wisata alam yang terletak di subang jawa barat indonesia taman ini memiliki area sekitar 250 hektar yang terdiri dari beragam jenis flora dan fauna serta memiliki panorama alam yang menakjubkan di sini pengunjung dapat menikmati berbagai kegiatan seperti berjalanjalan di alam terbuka camping atau berkunjung ke air terjun yang indah subang
123,Taman Wisata Alam Curug Cipendok,"Taman Wisata Alam Curug Cipendok adalah tempat wisata yang terletak di Sukabumi, Jawa Barat, Indonesia. Taman ini terkenal dengan air terjunnya yang indah dan berbagai kegiatan seperti berenang, memancing, dan hiking di sekitarnya. Di sini juga terdapat area camping yang cocok untuk melepas penat dan menikmati alam.","Budaya,Cagar Alam",Sukabumi,"Rp9,000",4.4,budayacagar alam taman wisata alam curug cipendok adalah tempat wisata yang terletak di sukabumi jawa barat indonesia taman ini terkenal dengan air terjunnya yang indah dan berbagai kegiatan seperti berenang memancing dan hiking di sekitarnya di sini juga terdapat area camping yang cocok untuk melepas penat dan menikmati alam sukabumi
124,Taman Wisata Alam Situgunung,"Taman Wisata Alam Situgunung adalah tempat wisata alam yang terletak di Sukabumi, Jawa Barat, Indonesia. Taman ini memiliki keindahan alam yang memukau, termasuk air terjun dan danau yang indah. Pengunjung dapat melakukan aktivitas seperti hiking, camping, dan memancing. Taman Wisata Alam Situgunung juga terkenal dengan keberadaan flora dan fauna yang beragam, seperti bunga anggrek dan burung elang.","Budaya,Cagar Alam",Sukabumi,"Rp50,000",4.0,budayacagar alam taman wisata alam situgunung adalah tempat wisata alam yang terletak di sukabumi jawa barat indonesia taman ini memiliki keindahan alam yang memukau termasuk air terjun dan danau yang indah pengunjung dapat melakukan aktivitas seperti hiking camping dan memancing taman wisata alam situgunung juga terkenal dengan keberadaan flora dan fauna yang beragam seperti bunga anggrek dan burung elang sukabumi
125,Danau Toba,"Danau Toba terletak di Sumatra Utara, Indonesia, dan merupakan danau terbesar di Indonesia. Danau Toba dikenal sebagai tempat wisata yang populer, terutama bagi para pecinta alam dan budaya. Di sekitar danau, terdapat berbagai atraksi wisata seperti air terjun, pantai, pasar tradisional, dan pulau-pulau kecil yang menarik. ","Budaya,Cagar Alam,Desa Wisata",Sumatra Utara,"Rp20,000",4.5,budayacagar alamdesa wisata danau toba terletak di sumatra utara indonesia dan merupakan danau terbesar di indonesia danau toba dikenal sebagai tempat wisata yang populer terutama bagi para pecinta alam dan budaya di sekitar danau terdapat berbagai atraksi wisata seperti air terjun pantai pasar tradisional dan pulaupulau kecil yang menarik  sumatra utara
126,Ekowisata Mangrove Wonorejo,Hutan Wisata Mangrove Surabaya merupakan wisata yang menggabungkan wisata rekreasi dan edukasi. Di area dengan luas kurang lebih 200 hektar ini ditanami berbagai tanaman bakau. Lokasi wisata ini dikelola dengan baik oleh pemerintah Kota Surabaya. Sehingga wisata ini diminati pengunjung karena tertata rapi dan bersih. Aktivitas wisata yang bisa dilakukan antara lain berkeliling hutan mangrove baik menggunakan perahu atau berjalan kaki . Serta wisata edukasi mengenai ekosistem sekitar.,"Cagar Alam,Taman Hiburan",Surabaya,Gratis,4.3,cagar alamtaman hiburan hutan wisata mangrove surabaya merupakan wisata yang menggabungkan wisata rekreasi dan edukasi di area dengan luas kurang lebih 200 hektar ini ditanami berbagai tanaman bakau lokasi wisata ini dikelola dengan baik oleh pemerintah kota surabaya sehingga wisata ini diminati pengunjung karena tertata rapi dan bersih aktivitas wisata yang bisa dilakukan antara lain berkeliling hutan mangrove baik menggunakan perahu atau berjalan kaki  serta wisata edukasi mengenai ekosistem sekitar surabaya
127,Kebun Bibit Wonorejo,"Meskipun namanya kebun bibit, namun kawasan ini rasanya lebih cocok disebut sebagai taman. Kawasan Kebun Bibit Wonorejo ini terbagi menjadi 2 bagian, yaitu Taman Aktif dan Taman Pasif yang total keduanya mempunyai luas sebesar 5.9 hektare. Cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem. Selain mall, taman kota di Surabaya seperti Kebun Bibit Wonorejo ini juga pilihan yang tepat. Pengunjung akan dimanjakan dengan udara sejuk. Hal ini karena banyaknya pepohonan yang menjulang tinggi.",Cagar Alam,Surabaya,Gratis,4.4,cagar alam meskipun namanya kebun bibit namun kawasan ini rasanya lebih cocok disebut sebagai taman kawasan kebun bibit wonorejo ini terbagi menjadi 2 bagian yaitu taman aktif dan taman pasif yang total keduanya mempunyai luas sebesar 59 hektare cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem selain mall taman kota di surabaya seperti kebun bibit wonorejo ini juga pilihan yang tepat pengunjung akan dimanjakan dengan udara sejuk hal ini karena banyaknya pepohonan yang menjulang tinggi surabaya
128,Taman Flora Bratang Surabaya,Taman Flora adalah salah satu taman kota di Surabaya yang merupakan fasilitas publik dari Pemkot setempat. Sehingga tempat ini memang sengaja dibuat untuk dinikmati oleh khalayak umum. Karena taman ini merupakan fasilitas publik yang didirikan oleh Pemkot Surabaya maka bagi siapa saja jika ingin memanfaatkan taman kota ini tidak perlu membayar tiket masuk alias gratis.,Taman Hiburan,Surabaya,Gratis,4.7,taman hiburan taman flora adalah salah satu taman kota di surabaya yang merupakan fasilitas publik dari pemkot setempat sehingga tempat ini memang sengaja dibuat untuk dinikmati oleh khalayak umum karena taman ini merupakan fasilitas publik yang didirikan oleh pemkot surabaya maka bagi siapa saja jika ingin memanfaatkan taman kota ini tidak perlu membayar tiket masuk alias gratis surabaya
129,Taman Wisata Alam Telaga Menjer,"Taman Wisata Alam Telaga Menjer terletak di Wonosobo, Jawa Tengah. Tempat wisata ini terkenal dengan keindahan danau Menjer yang dikelilingi oleh tebing-tebing curam dan hijau yang membuat pemandangan menjadi sangat indah. ","Budaya,Cagar Alam",Wonosobo,"Rp5,000",4.6,budayacagar alam taman wisata alam telaga menjer terletak di wonosobo jawa tengah tempat wisata ini terkenal dengan keindahan danau menjer yang dikelilingi oleh tebingtebing curam dan hijau yang membuat pemandangan menjadi sangat indah  wonosobo
130,Air Terjun Kedung Pedut,"Air Terjun Kedung Pedut atau biasa disebut Curug Kedung Pedut berasal dari istilah bahasa Jawa. Curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. Air Terjun Kedung Pedut merupakan salah satu wisata alam yang di Kulonprogo yang dikenal karena keindahan warna airnya.",Cagar Alam,Yogyakarta,"Rp20,000",4.5,cagar alam air terjun kedung pedut atau biasa disebut curug kedung pedut berasal dari istilah bahasa jawa curug yang berarti air terjun kedung berarti kubangan atau kolam dan pedut berarti kabut air terjun kedung pedut merupakan salah satu wisata alam yang di kulonprogo yang dikenal karena keindahan warna airnya yogyakarta
